Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Main Actors
tt0112744,5,2020-09-25,Tre giorni per la verità,The Crossing Guard,https://www.imdb.com/title/tt0112744,Film,6.3,111,1995,"Thriller, Drammatico",15275,1996-04-26,Sean Penn,"Jack Nicholson, David Morse, Anjelica Huston"
tt0073802,8,2020-09-25,I tre giorni del Condor,Three Days of the Condor,https://www.imdb.com/title/tt0073802,Film,7.4,117,1975,"Giallo, Poliziesco, Thriller",68766,1975-12-11,Sydney Pollack,"Robert Redford, Faye Dunaway, Cliff Robertson"
tt0063415,7,2020-09-25,Hollywood Party,The Party,https://www.imdb.com/title/tt0063415,Film,7.4,99,1968,"Sentimentale, Commedia",46311,1969-02-07,Blake Edwards,"Peter Sellers, Claudine Longet, Natalia Borisova"
tt1019452,5,2020-09-25,A Serious Man,A Serious Man,https://www.imdb.com/title/tt1019452,Film,7.0,106,2009,"Drammatico, Commedia",156692,2009-11-06,"Ethan Coen,Joel Coen","Michael Stuhlbarg, Richard Kind, Sari Lennick"
tt0473444,6,2020-09-25,La città proibita,Man cheng jin dai huang jin jia,https://www.imdb.com/title/tt0473444,Film,7.0,114,2006,"Drammatico, Sentimentale, Azione",47146,2007-05-25,Yimou Zhang,"Chow Yun-Fat, Gong Li, Jay Chou"
tt0488120,6,2020-09-25,Il caso Thomas Crawford,Fracture,https://www.imdb.com/title/tt0488120,Film,7.2,113,2007,"Poliziesco, Drammatico, Thriller",231889,2007-11-02,Gregory Hoblit,"Anthony Hopkins, Ryan Gosling, David Strathairn"
tt0407265,7,2020-09-25,Transamerica,Transamerica,https://www.imdb.com/title/tt0407265,Film,7.3,103,2005,"Drammatico, Commedia, Avventura",43143,2006-02-10,Duncan Tucker,"Felicity Huffman, Kevin Zegers, Fionnula Flanagan"
tt0082085,8,2020-09-25,Blow Out,Blow Out,https://www.imdb.com/title/tt0082085,Film,7.4,108,1981,"Giallo, Poliziesco, Drammatico, Thriller",73609,1982-04-14,Brian De Palma,"John Travolta, Nancy Allen, John Lithgow"
tt0068327,7,2020-09-25,Cabaret,Cabaret,https://www.imdb.com/title/tt0068327,Film,7.8,124,1972,"Musical, Drammatico, Musica, Sentimentale",63556,1972-09-01,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem"
tt0046705,6,2020-09-25,Un americano a Roma,Un americano a Roma,https://www.imdb.com/title/tt0046705,Film,6.9,94,1954,Commedia,2116,1954-12-17,Steno,"Alberto Sordi, Maria Pia Casilio, Ilse Peterson"
tt0086637,8,2020-09-25,Zelig,Zelig,https://www.imdb.com/title/tt0086637,Film,7.6,79,1983,Commedia,45649,1983-09-23,Woody Allen,"Woody Allen, Mia Farrow, Patrick Horgan"
tt0758758,9,2020-09-25,Into the Wild - Nelle terre selvagge,Into the Wild,https://www.imdb.com/title/tt0758758,Film,8.0,148,2007,"Drammatico, Avventura, Biografico",689655,2008-01-25,Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener"
tt0441773,6,2020-09-25,Kung Fu Panda,Kung Fu Panda,https://www.imdb.com/title/tt0441773,Film,7.6,92,2008,"Animazione, Commedia, Azione, Avventura, Per famiglie, Fantastico",566248,2008-08-29,"Mark Osborne,John Stevenson","Jack Black, Ian McShane, Angelina Jolie"
tt0069097,8,2020-09-25,"Provaci ancora, Sam","Play It Again, Sam",https://www.imdb.com/title/tt0069097,Film,7.6,85,1972,"Sentimentale, Commedia",29328,1973-01-20,Herbert Ross,"Woody Allen, Diane Keaton, Tony Roberts"
tt0844471,7,2020-09-25,Piovono polpette,Cloudy with a Chance of Meatballs,https://www.imdb.com/title/tt0844471,Film,6.9,90,2009,"Animazione, Per famiglie, Commedia, Fantascienza, Avventura, Fantastico",279343,2009-12-23,"Phil Lord,Christopher Miller","Anna Faris, Bill Hader, Bruce Campbell"
tt0290334,7,2020-09-25,X-Men 2,X2,https://www.imdb.com/title/tt0290334,Film,7.4,134,2003,"Fantascienza, Thriller, Azione",605401,2003-04-30,Bryan Singer,"Patrick Stewart, Hugh Jackman, Halle Berry"
tt0427944,6,2020-09-25,Thank You for Smoking,Thank You for Smoking,https://www.imdb.com/title/tt0427944,Film,7.5,92,2005,"Commedia, Drammatico",234297,2006-09-01,Jason Reitman,"Aaron Eckhart, Cameron Bright, Maria Bello"
tt0070707,5,2020-09-25,Il dormiglione,Sleeper,https://www.imdb.com/title/tt0070707,Film,7.1,89,1973,"Fantascienza, Commedia",46260,1974-03-15,Woody Allen,"Woody Allen, Diane Keaton, John Beck"
tt0120903,6,2020-09-25,X-Men,X-Men,https://www.imdb.com/title/tt0120903,Film,7.3,104,2000,"Avventura, Fantascienza, Azione",683480,2000-10-27,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen"
tt0355295,5,2020-09-25,I fratelli Grimm e l'incantevole strega,The Brothers Grimm,https://www.imdb.com/title/tt0355295,Film,5.9,118,2005,"Commedia, Azione, Horror, Giallo, Thriller, Avventura, Fantastico",130618,2005-11-11,Terry Gilliam,"Matt Damon, Heath Ledger, Monica Bellucci"
tt0335266,5,2020-09-25,Lost in Translation - L'amore tradotto,Lost in Translation,https://www.imdb.com/title/tt0335266,Film,7.7,102,2003,"Commedia, Drammatico",519916,2003-12-05,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi"
tt0021749,8,2020-09-25,Luci della città,City Lights,https://www.imdb.com/title/tt0021749,Film,8.5,87,1931,"Sentimentale, Drammatico, Commedia",213936,1931-04-02,Charles Chaplin,"Charles Chaplin, Virginia Cherrill, Florence Lee"
tt0435761,6,2020-09-25,Toy Story 3 - La grande fuga,Toy Story 3,https://www.imdb.com/title/tt0435761,Film,8.3,103,2010,"Animazione, Avventura, Commedia, Per famiglie, Fantastico",952479,2010-07-07,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack"
tt0067185,7,2020-09-25,Harold e Maude,Harold and Maude,https://www.imdb.com/title/tt0067185,Film,7.8,91,1971,"Sentimentale, Drammatico, Commedia",85131,1974-04-23,Hal Ashby,"Ruth Gordon, Bud Cort, Vivian Pickles"
tt0066808,6,2020-09-25,Il dittatore dello stato libero di Bananas,Bananas,https://www.imdb.com/title/tt0066808,Film,6.9,82,1971,Commedia,39664,1971-09-01,Woody Allen,"Woody Allen, Louise Lasser, Carlos Montalbán"
tt0078754,7,2020-09-25,All That Jazz - Lo spettacolo comincia,All That Jazz,https://www.imdb.com/title/tt0078754,Film,7.8,123,1979,"Musical, Drammatico, Musica",39362,1980-09-24,Bob Fosse,"Roy Scheider, Jessica Lange, Ann Reinking"
tt1022603,6,2020-09-25,(500) giorni insieme,(500) Days of Summer,https://www.imdb.com/title/tt1022603,Film,7.6,95,2009,"Commedia, Drammatico, Sentimentale",605868,2009-11-27,Marc Webb,"Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend"
tt0009611,6,2020-09-25,Charlot soldato,Shoulder Arms,https://www.imdb.com/title/tt0009611,Corto,7.3,36,1918,"Cortometraggio, Guerra, Commedia",7912,1918-10-27,Charles Chaplin,"Charles Chaplin, Edna Purviance, Syd Chaplin"
tt0181689,7,2020-09-25,Minority Report,Minority Report,https://www.imdb.com/title/tt0181689,Film,7.6,145,2002,"Poliziesco, Fantascienza, Giallo, Thriller, Azione",612981,2002-09-27,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton"
tt0027977,9,2020-09-25,Tempi moderni,Modern Times,https://www.imdb.com/title/tt0027977,Film,8.5,87,1936,"Drammatico, Sentimentale, Commedia",281886,1937-03-12,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman"
tt0101640,8,2020-09-25,Lanterne rosse,Da hong denglong gaogao gua,https://www.imdb.com/title/tt0101640,Film,8.1,125,1991,"Sentimentale, Drammatico",37352,1991-12-18,Yimou Zhang,"Gong Li, Jingwu Ma, Saifei He"
tt0032599,6,2020-09-25,La signora del venerdì,His Girl Friday,https://www.imdb.com/title/tt0032599,Film,7.8,92,1940,"Drammatico, Sentimentale, Commedia",66911,1946-08-23,Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy"
tt0118715,6,2020-09-25,Il grande Lebowski,The Big Lebowski,https://www.imdb.com/title/tt0118715,Film,8.1,117,1998,"Poliziesco, Commedia",905686,1998-05-01,"Joel Coen,Ethan Coen","Jeff Bridges, John Goodman, Julianne Moore"
tt0063146,5,2020-09-25,Il nostro agente Natalino Tartufato,Italian Secret Service,https://www.imdb.com/title/tt0063146,Film,6.1,108,1968,"Poliziesco, Commedia",185,1968-02-05,Luigi Comencini,"Nino Manfredi, Françoise Prévost, Clive Revill"
tt1442519,7,2020-09-25,Il riccio,Le Hérisson,https://www.imdb.com/title/tt1442519,Film,7.3,100,2009,Drammatico,10093,2010-01-08,Mona Achache,"Josiane Balasko, Garance Le Guillermic, Togo Igawa"
tt0117500,6,2020-09-25,The Rock,The Rock,https://www.imdb.com/title/tt0117500,Film,7.4,136,1996,"Avventura, Thriller, Azione",375485,1996-08-30,Michael Bay,"Sean Connery, Nicolas Cage, Ed Harris"
tt0063508,7,2020-09-25,Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa?,Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa?,https://www.imdb.com/title/tt0063508,Film,6.9,130,1968,"Commedia, Avventura",1130,1968-12-19,Ettore Scola,"Alberto Sordi, Bernard Blier, Alfredo Marchetti"
tt0102926,8,2020-09-25,Il silenzio degli innocenti,The Silence of the Lambs,https://www.imdb.com/title/tt0102926,Film,8.6,118,1991,"Poliziesco, Drammatico, Horror, Thriller",1683565,1991-03-05,Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn"
tt1232207,6,2020-09-25,Capitalism: A Love Story,Capitalism: A Love Story,https://www.imdb.com/title/tt1232207,Film,7.4,127,2009,"Documentario, Poliziesco, Storico",44466,2009-10-02,Michael Moore,"Michael Moore, William Black, Jimmy Carter"
tt1504320,7,2020-09-25,Il discorso del re,The King's Speech,https://www.imdb.com/title/tt1504320,Film,8.0,118,2010,"Drammatico, Biografico, Storico",727882,2011-01-28,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter"
tt0100150,7,2020-09-25,Crocevia della morte,Miller's Crossing,https://www.imdb.com/title/tt0100150,Film,7.7,115,1990,"Thriller, Poliziesco, Drammatico",147959,1991-02-15,"Joel Coen,Ethan Coen","Gabriel Byrne, Albert Finney, John Turturro"
tt0947810,7,2020-09-25,Green Zone,Green Zone,https://www.imdb.com/title/tt0947810,Film,6.8,115,2010,"Drammatico, Guerra, Azione, Thriller",146741,2010-04-23,Paul Greengrass,"Matt Damon, Jason Isaacs, Greg Kinnear"
tt0887912,6,2020-09-25,The Hurt Locker,The Hurt Locker,https://www.imdb.com/title/tt0887912,Film,7.5,131,2008,"Thriller, Drammatico, Guerra",491267,2008-10-10,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty"
tt0964517,6,2020-09-25,The Fighter,The Fighter,https://www.imdb.com/title/tt0964517,Film,7.8,116,2010,"Drammatico, Sportivo, Biografico, Azione",403982,2011-03-04,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams"
tt1315981,8,2020-09-25,A Single Man,A Single Man,https://www.imdb.com/title/tt1315981,Film,7.5,99,2009,"Drammatico, Sentimentale, Thriller",121280,2010-01-15,Tom Ford,"Colin Firth, Julianne Moore, Matthew Goode"
tt0047469,7,2020-09-25,Senso,Senso,https://www.imdb.com/title/tt0047469,Film,7.4,118,1954,"Sentimentale, Drammatico, Guerra",9846,1955-01-28,Luchino Visconti,"Farley Granger, Alida Valli, Massimo Girotti"
tt0052216,8,2020-09-25,I soliti ignoti,I soliti ignoti,https://www.imdb.com/title/tt0052216,Film,7.9,112,1958,"Poliziesco, Commedia",12533,1958-10-02,Mario Monicelli,"Vittorio Gassman, Marcello Mastroianni, Renato Salvatori"
tt0116282,6,2020-09-25,Fargo,Fargo,https://www.imdb.com/title/tt0116282,Film,8.1,98,1996,"Drammatico, Thriller, Poliziesco",770497,1996-05-16,"Joel Coen,Ethan Coen","William H. Macy, Frances McDormand, Steve Buscemi"
tt1095217,3,2020-09-25,Il cattivo tenente - Ultima chiamata New Orleans,The Bad Lieutenant: Port of Call - New Orleans,https://www.imdb.com/title/tt1095217,Film,6.6,122,2009,"Poliziesco, Drammatico, Giallo",83939,2009-09-11,Werner Herzog,"Nicolas Cage, Eva Mendes, Russell M. Haeuser"
tt0238380,4,2020-09-25,Equilibrium,Equilibrium,https://www.imdb.com/title/tt0238380,Film,7.3,107,2002,"Drammatico, Fantascienza, Thriller, Azione",359105,2003-07-11,Kurt Wimmer,"Christian Bale, Sean Bean, Emily Watson"
tt0098724,5,2020-09-25,"Sesso, bugie e videotape","Sex, Lies, and Videotape",https://www.imdb.com/title/tt0098724,Film,7.2,100,1989,Drammatico,63492,1989-09-22,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher"
tt0087003,8,2020-09-25,Broadway Danny Rose,Broadway Danny Rose,https://www.imdb.com/title/tt0087003,Film,7.4,84,1984,Commedia,27949,1984-09-20,Woody Allen,"Woody Allen, Mia Farrow, Nick Apollo Forte"
tt1274297,4,2020-09-25,Matrimoni e altri disastri,Matrimoni e altri disastri,https://www.imdb.com/title/tt1274297,Film,5.4,102,2010,Commedia,662,2010-04-23,Nina Di Majo,"Margherita Buy, Fabio Volo, Luciana Littizzetto"
tt0120382,8,2020-09-25,The Truman Show,The Truman Show,https://www.imdb.com/title/tt0120382,Film,8.2,103,1998,"Commedia, Drammatico",1332017,1998-09-10,Peter Weir,"Jim Carrey, Ed Harris, Laura Linney"
tt0117107,7,2020-09-25,Scomodi omicidi,Mulholland Falls,https://www.imdb.com/title/tt0117107,Film,6.3,107,1996,"Giallo, Poliziesco, Drammatico, Thriller",20709,1996-10-11,Lee Tamahori,"Nick Nolte, Melanie Griffith, Jennifer Connelly"
tt0075968,7,2020-09-25,I duellanti,The Duellists,https://www.imdb.com/title/tt0075968,Film,7.4,100,1977,"Drammatico, Guerra",29078,1978-01-07,Ridley Scott,"Keith Carradine, Harvey Keitel, Albert Finney"
tt0361862,6,2020-09-25,L'uomo senza sonno,The Machinist,https://www.imdb.com/title/tt0361862,Film,7.6,101,2004,"Thriller, Drammatico",436290,2004-11-19,Brad Anderson,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón"
tt1483831,7,2020-09-25,Lebanon,Lebanon,https://www.imdb.com/title/tt1483831,Film,6.9,93,2009,"Drammatico, Guerra",12234,2009-10-23,Samuel Maoz,"Yoav Donat, Itay Tiran, Oshri Cohen"
tt1139328,8,2020-09-25,L'uomo nell'ombra,The Ghost Writer,https://www.imdb.com/title/tt1139328,Film,7.2,128,2010,"Giallo, Thriller, Drammatico, Poliziesco",175729,2010-04-09,Roman Polanski,"Ewan McGregor, Pierce Brosnan, Olivia Williams"
tt0106519,7,2020-09-25,Carlito's Way,Carlito's Way,https://www.imdb.com/title/tt0106519,Film,7.9,144,1993,"Poliziesco, Thriller, Drammatico",244441,1993-12-22,Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller"
tt0892791,6,2020-09-25,Shrek 4: e vissero felici e contenti,Shrek Forever After,https://www.imdb.com/title/tt0892791,Film,6.3,93,2010,"Animazione, Commedia, Avventura, Per famiglie, Fantastico, Sentimentale",240832,2010-08-25,Mike Mitchell,"Mike Myers, Cameron Diaz, Eddie Murphy"
tt1467273,5,2020-09-25,La prima cosa bella,La prima cosa bella,https://www.imdb.com/title/tt1467273,Film,7.0,122,2010,"Commedia, Drammatico",5612,2010-01-15,Paolo Virzì,"Valerio Mastandrea, Micaela Ramazzotti, Stefania Sandrelli"
tt1458175,7,2020-09-25,The Next Three Days,The Next Three Days,https://www.imdb.com/title/tt1458175,Film,7.3,133,2010,"Poliziesco, Drammatico, Sentimentale, Thriller, Azione",213820,2011-04-08,Paul Haggis,"Russell Crowe, Elizabeth Banks, Liam Neeson"
tt0090055,6,2020-09-25,Speriamo che sia femmina,Speriamo che sia femmina,https://www.imdb.com/title/tt0090055,Film,6.6,120,1986,"Drammatico, Commedia",887,1986-02-06,Mario Monicelli,"Liv Ullmann, Catherine Deneuve, Giuliana de Sio"
tt0118954,7,2020-09-25,Harry a pezzi,Deconstructing Harry,https://www.imdb.com/title/tt0118954,Film,7.3,96,1997,Commedia,49984,1998-02-06,Woody Allen,"Woody Allen, Judy Davis, Julia Louis-Dreyfus"
tt1245526,5,2020-09-25,RED,RED,https://www.imdb.com/title/tt1245526,Film,7.0,111,2010,"Azione, Commedia, Thriller, Poliziesco",335640,2011-05-11,Robert Schwentke,"Bruce Willis, Helen Mirren, Morgan Freeman"
tt0111161,8,2020-09-25,Le ali della libertà,The Shawshank Redemption,https://www.imdb.com/title/tt0111161,Film,9.3,142,1994,Drammatico,3128047,1995-02-10,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton"
tt1852145,6,2020-09-25,The Wholly Family,The Wholly Family,https://www.imdb.com/title/tt1852145,Corto,6.4,20,2011,"Cortometraggio, Drammatico, Fantastico",621,2011-05-25,Terry Gilliam,"Cristiana Capotondi, Douglas Dean, Nicolas Connolly"
tt0158371,6,2020-09-25,Accordi & disaccordi,Sweet and Lowdown,https://www.imdb.com/title/tt0158371,Film,7.2,95,1999,"Musica, Drammatico, Commedia",37897,2000-05-26,Woody Allen,"Sean Penn, Samantha Morton, Woody Allen"
tt0084329,6,2020-09-25,Una commedia sexy in una notte di mezza estate,A Midsummer Night's Sex Comedy,https://www.imdb.com/title/tt0084329,Film,6.6,88,1982,Commedia,21779,1982-09-24,Woody Allen,"Woody Allen, Mia Farrow, José Ferrer"
tt0114844,6,2020-09-25,Viaggi di nozze,Viaggi di nozze,https://www.imdb.com/title/tt0114844,Film,6.6,103,1995,Commedia,2937,1995-12-15,Carlo Verdone,"Carlo Verdone, Claudia Gerini, Veronica Pivetti"
tt0063522,8,2020-09-25,Rosemary's Baby - Nastro rosso a New York,Rosemary's Baby,https://www.imdb.com/title/tt0063522,Film,8.0,137,1968,"Drammatico, Horror",254234,1968-12-24,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon"
tt0185125,9,2020-09-25,Tutto su mia madre,Todo sobre mi madre,https://www.imdb.com/title/tt0185125,Film,7.8,101,1999,"Commedia, Sentimentale, Drammatico",108397,1999-09-17,Pedro Almodóvar,"Cecilia Roth, Marisa Paredes, Candela Peña"
tt0053198,8,2020-09-25,I 400 colpi,Les quatre cents coups,https://www.imdb.com/title/tt0053198,Film,8.0,99,1959,"Poliziesco, Drammatico",133007,1959-09-26,François Truffaut,"Jean-Pierre Léaud, Albert Rémy, Claire Maurier"
tt0082073,5,2020-09-25,"Bianco, rosso e Verdone","Bianco, rosso e Verdone",https://www.imdb.com/title/tt0082073,Film,7.4,110,1981,Commedia,4598,2023-06-30,Carlo Verdone,"Carlo Verdone, Elena Fabrizi, Irina Sanpiter"
tt0082370,6,2020-09-25,La signora della porta accanto,La femme d'à côté,https://www.imdb.com/title/tt0082370,Film,7.2,106,1981,"Sentimentale, Drammatico",9467,1982,François Truffaut,"Gérard Depardieu, Fanny Ardant, Henri Garcin"
tt1846985,6,2020-09-25,Posti in piedi in paradiso,Posti in piedi in paradiso,https://www.imdb.com/title/tt1846985,Film,6.2,120,2012,"Commedia, Drammatico",1528,2012-03-02,Carlo Verdone,"Carlo Verdone, Pierfrancesco Favino, Marco Giallini"
tt0327056,8,2020-09-25,Mystic River,Mystic River,https://www.imdb.com/title/tt0327056,Film,7.9,138,2003,"Poliziesco, Giallo, Thriller, Drammatico",514400,2003-10-24,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon"
tt0094082,7,2020-09-25,Suspect - Presunto colpevole,Suspect,https://www.imdb.com/title/tt0094082,Film,6.6,121,1987,"Poliziesco, Drammatico, Giallo, Thriller",12719,1988-02-19,Peter Yates,"Cher, Dennis Quaid, Liam Neeson"
tt0114369,9,2020-09-25,Seven,Se7en,https://www.imdb.com/title/tt0114369,Film,8.6,127,1995,"Giallo, Drammatico, Poliziesco, Thriller",1974628,1995-12-15,David Fincher,"Morgan Freeman, Brad Pitt, Kevin Spacey"
tt1182345,6,2020-09-25,Moon,Moon,https://www.imdb.com/title/tt1182345,Film,7.8,97,2009,"Fantascienza, Drammatico, Giallo",390777,2009-12-04,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott"
tt0920470,5,2020-09-25,L'ultima missione,MR 73,https://www.imdb.com/title/tt0920470,Film,6.6,125,2008,"Poliziesco, Drammatico, Thriller",6763,2008-04-18,Olivier Marchal,"Daniel Auteuil, Olivia Bonamy, Catherine Marchal"
tt0056923,7,2020-09-25,Sciarada,Charade,https://www.imdb.com/title/tt0056923,Film,7.8,113,1963,"Sentimentale, Thriller, Giallo, Commedia",91767,1963-12-19,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau"
tt0120746,7,2020-09-25,La maschera di Zorro,The Mask of Zorro,https://www.imdb.com/title/tt0120746,Film,6.8,136,1998,"Commedia, Thriller, Drammatico, Sentimentale, Avventura, Western, Azione",207540,1998-12-18,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones"
tt0319061,8,2020-09-25,Big Fish - Le storie di una vita incredibile,Big Fish,https://www.imdb.com/title/tt0319061,Film,7.9,125,2003,"Fantastico, Avventura, Sentimentale, Drammatico",474704,2004-02-27,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup"
tt1675434,7,2020-09-25,Quasi amici - Intouchables,Intouchables,https://www.imdb.com/title/tt1675434,Film,8.5,112,2011,"Commedia, Drammatico",1006045,2012-02-24,"Olivier Nakache,Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny"
tt0258463,6,2020-09-25,The Bourne Identity,The Bourne Identity,https://www.imdb.com/title/tt0258463,Film,7.8,119,2002,"Giallo, Thriller, Azione",604726,2002-11-15,Doug Liman,"Franka Potente, Matt Damon, Chris Cooper"
tt1403865,7,2020-09-25,Il Grinta,True Grit,https://www.imdb.com/title/tt1403865,Film,7.6,110,2010,"Drammatico, Western",372253,2011-02-18,"Ethan Coen,Joel Coen","Jeff Bridges, Matt Damon, Hailee Steinfeld"
tt1934234,6,2020-09-25,Diaz - Don't Clean Up This Blood,Diaz - Don't Clean Up This Blood,https://www.imdb.com/title/tt1934234,Film,7.3,127,2012,Drammatico,4173,2012-04-13,Daniele Vicari,"Claudio Santamaria, Jennifer Ulrich, Elio Germano"
tt0119008,6,2020-09-25,Donnie Brasco,Donnie Brasco,https://www.imdb.com/title/tt0119008,Film,7.7,127,1997,"Biografico, Poliziesco, Drammatico",351142,1997-11-07,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen"
tt1405810,6,2020-09-25,Mine vaganti,Mine vaganti,https://www.imdb.com/title/tt1405810,Film,7.2,110,2010,"Drammatico, Commedia, Sentimentale",13970,2010-03-12,Ferzan Özpetek,"Riccardo Scamarcio, Nicole Grimaudo, Alessandro Preziosi"
tt1077368,6,2020-09-25,Dark Shadows,Dark Shadows,https://www.imdb.com/title/tt1077368,Film,6.2,113,2012,"Commedia, Horror, Fantastico",291996,2012-05-11,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green"
tt0062622,7,2020-09-25,2001: Odissea nello spazio,2001: A Space Odyssey,https://www.imdb.com/title/tt0062622,Film,8.3,149,1968,"Avventura, Fantascienza",769838,1968-12-12,Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester"
tt0119558,6,2020-09-25,Lolita,Lolita,https://www.imdb.com/title/tt0119558,Film,6.8,137,1997,"Sentimentale, Drammatico",73054,1997-09-26,Adrian Lyne,"Jeremy Irons, Dominique Swain, Melanie Griffith"
tt0050825,8,2020-09-25,Orizzonti di gloria,Paths of Glory,https://www.imdb.com/title/tt0050825,Film,8.4,88,1957,"Drammatico, Guerra",235088,1958-01-22,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou"
tt0093818,6,2020-09-25,Radio Days,Radio Days,https://www.imdb.com/title/tt0093818,Film,7.4,88,1987,Commedia,38359,1987-05-20,Woody Allen,"Mia Farrow, Dianne Wiest, Mike Starr"
tt0119396,7,2020-09-25,Jackie Brown,Jackie Brown,https://www.imdb.com/title/tt0119396,Film,7.5,154,1997,"Drammatico, Poliziesco, Thriller",397624,1998-03-27,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster"
tt0082714,6,2020-09-25,Il marchese del Grillo,Il marchese del Grillo,https://www.imdb.com/title/tt0082714,Film,7.7,135,1981,"Storico, Commedia",4158,1981-12-23,Mario Monicelli,"Alberto Sordi, Paolo Stoppa, Caroline Berg"
tt0112641,7,2020-09-25,Casinò,Casino,https://www.imdb.com/title/tt0112641,Film,8.2,178,1995,"Poliziesco, Drammatico",607852,1996-03-22,Martin Scorsese,"Robert De Niro, Sharon Stone, Joe Pesci"
tt0092563,7,2020-09-25,Angel Heart - Ascensore per l'inferno,Angel Heart,https://www.imdb.com/title/tt0092563,Film,7.2,113,1987,"Horror, Thriller, Giallo",102224,1987-12-18,Alan Parker,"Mickey Rourke, Robert De Niro, Lisa Bonet"
tt0040522,8,2020-09-25,Ladri di biciclette,Ladri di biciclette,https://www.imdb.com/title/tt0040522,Film,8.2,89,1948,Drammatico,190018,1948-11-24,Vittorio De Sica,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell"
tt0363163,5,2020-09-25,La caduta - Gli ultimi giorni di Hitler,Der Untergang,https://www.imdb.com/title/tt0363163,Film,8.2,156,2004,"Drammatico, Guerra, Biografico, Storico",395480,2005-04-29,Oliver Hirschbiegel,"Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes"
tt1340800,6,2020-09-25,La talpa,Tinker Tailor Soldier Spy,https://www.imdb.com/title/tt1340800,Film,7.0,127,2011,"Thriller, Drammatico, Giallo",223641,2012-01-13,Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy"
tt0104691,8,2020-09-25,L'ultimo dei Mohicani,The Last of the Mohicans,https://www.imdb.com/title/tt0104691,Film,7.6,112,1992,"Avventura, Azione, Drammatico, Sentimentale, Guerra",202815,2023-09-01,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means"
tt0119174,5,2020-09-25,The Game - Nessuna regola,The Game,https://www.imdb.com/title/tt0119174,Film,7.7,129,1997,"Drammatico, Thriller, Giallo",462385,1998-03-13,David Fincher,"Michael Douglas, Deborah Kara Unger, Sean Penn"
tt0988045,7,2020-09-25,Sherlock Holmes,Sherlock Holmes,https://www.imdb.com/title/tt0988045,Film,7.5,128,2009,"Avventura, Giallo, Azione",699044,2009-12-25,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams"
tt0074156,7,2020-09-25,Distretto 13: le brigate della morte,Assault on Precinct 13,https://www.imdb.com/title/tt0074156,Film,7.3,91,1976,"Poliziesco, Thriller, Azione",59896,1979-03-23,John Carpenter,"Austin Stoker, Darwin Joston, Laurie Zimmer"
tt0077975,6,2020-09-25,Animal House,National Lampoon's Animal House,https://www.imdb.com/title/tt0077975,Film,7.4,109,1978,Commedia,134877,1979-02-21,John Landis,"John Belushi, Karen Allen, Tom Hulce"
tt0118971,7,2020-09-25,L'avvocato del diavolo,The Devil's Advocate,https://www.imdb.com/title/tt0118971,Film,7.5,144,1997,"Thriller, Giallo, Fantastico, Drammatico",435434,1997-12-19,Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron"
