Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Main Actors
tt1924394,7,2023-11-30,La 'parte' degli angeli,The Angels' Share,https://www.imdb.com/title/tt1924394,Film,7.0,101,2012,"Commedia, Drammatico, Poliziesco",27997,2012-12-13,Ken Loach,"Paul Brannigan, John Henshaw, Roger Allam"
tt1343092,5,2023-11-26,Il grande Gatsby,The Great Gatsby,https://www.imdb.com/title/tt1343092,Film,7.2,143,2013,"Drammatico, Sentimentale",633075,2013-05-16,Baz Luhrmann,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton"
tt3704050,7,2023-11-25,Remember,Remember,https://www.imdb.com/title/tt3704050,Film,7.5,94,2015,"Thriller, Drammatico, Giallo",29430,2016-02-04,Atom Egoyan,"Christopher Plummer, Kim Roberts, Amanda Smith"
tt10676048,5,2023-11-08,The Marvels,The Marvels,https://www.imdb.com/title/tt10676048,Film,5.5,105,2023,"Azione, Avventura, Fantascienza",158370,2023-11-08,Nia DaCosta,"Brie Larson, Teyonah Parris, Iman Vellani"
tt0161081,5,2023-11-07,Le verità nascoste,What Lies Beneath,https://www.imdb.com/title/tt0161081,Film,6.6,130,2000,"Drammatico, Horror, Thriller, Giallo",143240,2000-12-15,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Katharine Towne"
tt11324406,6,2023-11-07,The Staircase - Una morte sospetta,The Staircase,https://www.imdb.com/title/tt11324406,Mini serie TV,7.1,65,2022,"Drammatico, Poliziesco, Giallo, Thriller, Biografico",38766,2022-06-08,,"Colin Firth, Toni Collette, Michael Stuhlbarg"
tt3581920,7,2023-10-25,The Last of Us,The Last of Us,https://www.imdb.com/title/tt3581920,Serie TV,8.5,50,2023,"Avventura, Horror, Drammatico, Thriller, Fantascienza, Azione",708999,2023-01-16,,"Bella Ramsey, Pedro Pascal, Gabriel Luna"
tt0460989,7,2023-10-20,Il vento che accarezza l'erba,The Wind That Shakes the Barley,https://www.imdb.com/title/tt0460989,Film,7.5,127,2006,"Drammatico, Guerra",58029,2006-11-10,Ken Loach,"Cillian Murphy, Pádraic Delaney, Liam Cunningham"
tt20465746,6,2023-10-16,L'ultima notte di Amore,L'ultima notte di Amore,https://www.imdb.com/title/tt20465746,Film,7.1,124,2023,"Thriller, Drammatico",6226,2023-03-09,Andrea Di Stefano,"Jacopo Adolini, Pierfrancesco Favino, Linda Caridi"
tt9015532,8,2023-10-07,"Santiago, Italia","Santiago, Italia",https://www.imdb.com/title/tt9015532,Film,7.2,80,2018,"Documentario, Storico",1069,2018-12-06,"Nanni Moretti,Jeffrey B. Mallian","Salvador Allende, Carmen Castillo, Patricio Guzmán"
tt13157618,6,2023-10-04,Secret Invasion,Secret Invasion,https://www.imdb.com/title/tt13157618,Mini serie TV,5.8,45,2023,"Azione, Fantascienza, Thriller, Avventura, Giallo",88059,2023-06-21,,"Samuel L. Jackson, Emilia Clarke, Don Cheadle"
tt0113161,7,2023-10-02,Get Shorty,Get Shorty,https://www.imdb.com/title/tt0113161,Film,6.9,105,1995,"Poliziesco, Thriller, Commedia",95804,1996-03-08,Barry Sonnenfeld,"Gene Hackman, Rene Russo, Danny DeVito"
tt22687790,6,2023-09-24,Assassinio a Venezia,A Haunting in Venice,https://www.imdb.com/title/tt22687790,Film,6.5,103,2023,"Thriller, Poliziesco, Drammatico, Giallo, Horror",137327,2023-09-14,Kenneth Branagh,"Kenneth Branagh, Michelle Yeoh, Jamie Dornan"
tt12789558,7,2023-09-17,Belfast,Belfast,https://www.imdb.com/title/tt12789558,Film,7.2,98,2021,"Drammatico, Biografico",99715,2022-02-24,Kenneth Branagh,"Jude Hill, Lewis McAskie, Caitríona Balfe"
tt0462338,6,2023-09-10,L'imbroglio,The Hoax,https://www.imdb.com/title/tt0462338,Film,6.6,116,2006,"Drammatico, Commedia, Biografico, Storico",17594,2006-10-20,Lasse Hallström,"Richard Gere, Alfred Molina, David Aaron Baker"
tt15761584,6,2023-08-29,Grazie ragazzi,Grazie ragazzi,https://www.imdb.com/title/tt15761584,Film,7.0,117,2023,"Drammatico, Commedia",1163,2023-01-12,Riccardo Milani,"Antonio Albanese, Alessia Amendola, Michele Astori"
tt15398776,8,2023-08-25,Oppenheimer,Oppenheimer,https://www.imdb.com/title/tt15398776,Film,8.3,180,2023,"Biografico, Drammatico, Storico",960908,2023-08-23,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon"
tt0065662,6,2023-08-22,Dramma della gelosia (tutti i particolari in cronaca),Dramma della gelosia (tutti i particolari in cronaca),https://www.imdb.com/title/tt0065662,Film,7.1,107,1970,"Sentimentale, Drammatico, Commedia",2698,1970-04-30,Ettore Scola,"Marcello Mastroianni, Monica Vitti, Giancarlo Giannini"
tt0465551,5,2023-08-20,Diario di uno scandalo,Notes on a Scandal,https://www.imdb.com/title/tt0465551,Film,7.4,92,2006,"Drammatico, Thriller, Poliziesco, Sentimentale",88346,2007-02-23,Richard Eyre,"Cate Blanchett, Judi Dench, Andrew Simpson"
tt0073018,6,2023-08-19,Il braccio violento della legge N°2,French Connection II,https://www.imdb.com/title/tt0073018,Film,6.7,119,1975,"Thriller, Poliziesco, Drammatico, Azione",22836,1975-09-26,John Frankenheimer,"Gene Hackman, Fernando Rey, Bernard Fresson"
tt2560078,6,2023-08-16,Lo strangolatore di Boston,Boston Strangler,https://www.imdb.com/title/tt2560078,Film,6.5,112,2023,"Thriller, Drammatico, Poliziesco, Storico",39969,2023-03-17,Matt Ruskin,"Keira Knightley, Carrie Coon, Chris Cooper"
tt12822708,6,2023-08-16,Esterno notte,Esterno notte,https://www.imdb.com/title/tt12822708,Serie TV,7.7,330,2022,"Drammatico, Poliziesco, Storico",2028,2022-11-14,,"Fabrizio Gifuni, Margherita Buy, Toni Servillo"
tt2042568,7,2023-08-10,A proposito di Davis,Inside Llewyn Davis,https://www.imdb.com/title/tt2042568,Film,7.4,104,2013,"Drammatico, Musica",170318,2014-02-06,"Ethan Coen,Joel Coen","Oscar Isaac, Carey Mulligan, John Goodman"
tt16425284,6,2023-08-05,Mixed by Erry,Mixed by Erry,https://www.imdb.com/title/tt16425284,Film,7.1,110,2023,"Commedia, Storico, Musica",6539,2023-03-02,Sydney Sibilia,"Luigi D'Oriano, Giuseppe Arena, Emanuele Palumbo"
tt1517268,7,2023-07-30,Barbie,Barbie,https://www.imdb.com/title/tt1517268,Film,6.8,114,2023,"Commedia, Avventura, Fantastico",634011,2023-07-20,Greta Gerwig,"Margot Robbie, Ryan Gosling, Issa Rae"
tt11196036,5,2023-07-13,Il collezionista di carte,The Card Counter,https://www.imdb.com/title/tt11196036,Film,6.2,111,2021,"Thriller, Drammatico, Poliziesco",46543,2021-09-03,Paul Schrader,"Oscar Isaac, Tiffany Haddish, Tye Sheridan"
tt3829920,5,2023-07-06,Fire Squad - Incubo di fuoco,Only the Brave,https://www.imdb.com/title/tt3829920,Film,7.6,134,2017,"Drammatico, Biografico, Azione",88547,2018-08-22,Joseph Kosinski,"Josh Brolin, Miles Teller, Jeff Bridges"
tt0168786,7,2023-07-01,Antwone Fisher,Antwone Fisher,https://www.imdb.com/title/tt0168786,Film,7.3,120,2002,"Biografico, Drammatico",40302,2003-05-23,Denzel Washington,"Denzel Washington, Derek Luke, Joy Bryant"
tt8299768,6,2023-06-23,Buttiamo giù l'uomo,Blow the Man Down,https://www.imdb.com/title/tt8299768,Film,6.4,91,2019,"Commedia, Drammatico, Giallo, Poliziesco, Thriller",13180,2020-03-20,"Bridget Savage Cole,Danielle Krudy","David Coffin, David Pridemore, Adam Wolf Mayerson"
tt0331811,6,2023-06-18,Ore 11:14 - Destino fatale,11:14,https://www.imdb.com/title/tt0331811,Film,7.1,86,2003,"Poliziesco, Drammatico, Giallo, Thriller, Commedia",52005,2004-08-20,Greg Marcks,"Henry Thomas, Colin Hanks, Ben Foster"
tt0264472,6,2023-06-11,Ipotesi di reato,Changing Lanes,https://www.imdb.com/title/tt0264472,Film,6.5,98,2002,"Drammatico, Thriller",77264,2002-10-04,Roger Michell,"Ben Affleck, Samuel L. Jackson, Kim Staunton"
tt0210945,6,2023-06-05,Il sapore della vittoria - Uniti si vince,Remember the Titans,https://www.imdb.com/title/tt0210945,Film,7.8,113,2000,"Sportivo, Biografico, Commedia, Drammatico",245549,2001-04-13,Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris"
tt0046159,6,2023-05-27,"Pane, amore e fantasia","Pane, amore e fantasia",https://www.imdb.com/title/tt0046159,Film,6.9,93,1953,"Sentimentale, Commedia",2463,1953-12-23,Luigi Comencini,"Vittorio De Sica, Gina Lollobrigida, Marisa Merlini"
tt2349144,6,2023-05-19,Mississippi Grind,Mississippi Grind,https://www.imdb.com/title/tt2349144,Film,6.4,108,2015,"Drammatico, Commedia",27366,2015-08-13,"Anna Boden,Ryan Fleck","Ben Mendelsohn, Ryan Reynolds, Yvonne Landry"
tt6791350,8,2023-05-14,Guardiani della Galassia Vol. 3,Guardians of the Galaxy Vol. 3,https://www.imdb.com/title/tt6791350,Film,7.9,150,2023,"Azione, Avventura, Fantascienza, Commedia",454231,2023-05-03,James Gunn,"Chris Pratt, Chukwudi Iwuji, Bradley Cooper"
tt13623136,5,2023-05-13,The Guardians of the Galaxy: Holiday Special,The Guardians of the Galaxy Holiday Special,https://www.imdb.com/title/tt13623136,Speciale TV,6.9,42,2022,"Azione, Avventura, Commedia, Fantascienza",106173,2022-11-25,James Gunn,"Luke Klein, Sean Gunn, Michael Rooker"
tt10413566,4,2023-05-13,Tolo Tolo,Tolo Tolo,https://www.imdb.com/title/tt10413566,Film,5.7,90,2020,"Commedia, Per famiglie",4602,2020-01-01,Checco Zalone,"Checco Zalone, Souleymane Sylla, Romeo Landry Magrini"
tt1808015,6,2023-05-08,Che bella giornata,Che bella giornata,https://www.imdb.com/title/tt1808015,Film,6.3,97,2011,Commedia,6579,2011-01-05,Gennaro Nunziante,"Checco Zalone, Nabiha Akkari, Ivano Marescotti"
tt16419074,6,2023-04-26,Air - La storia del grande salto,Air,https://www.imdb.com/title/tt16419074,Film,7.4,111,2023,"Drammatico, Sportivo",189812,2023-04-06,Ben Affleck,"Matt Damon, Jason Bateman, Ben Affleck"
tt16731908,7,2023-04-22,Il sol dell'avvenire,Il sol dell'avvenire,https://www.imdb.com/title/tt16731908,Film,6.7,95,2023,"Drammatico, Commedia",3933,2023-04-20,Nanni Moretti,"Nanni Moretti, Margherita Buy, Silvio Orlando"
tt3066270,6,2023-04-16,Sole a catinelle,Sole a catinelle,https://www.imdb.com/title/tt3066270,Film,6.4,87,2013,Commedia,7592,2013-10-31,Gennaro Nunziante,"Checco Zalone, Aurore Erguy, Miriam Dalmazio"
tt15764854,6,2023-04-09,Stranizza d'amuri,Stranizza d'amuri,https://www.imdb.com/title/tt15764854,Film,7.6,134,2023,"Drammatico, Sentimentale",3394,2023-03-23,Giuseppe Fiorello,"Gabriele Pizzurro, Samuele Segreto, Simona Malato"
tt1526741,5,2023-04-09,Cado dalle nubi,Cado dalle nubi,https://www.imdb.com/title/tt1526741,Film,6.5,95,2009,Commedia,6568,2009-11-27,Gennaro Nunziante,"Checco Zalone, Giulia Michelini, Dino Abbrescia"
tt11813216,5,2023-04-07,Gli spiriti dell'isola,The Banshees of Inisherin,https://www.imdb.com/title/tt11813216,Film,7.7,114,2022,"Drammatico, Commedia",288224,2023-02-02,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Kerry Condon"
tt15654800,5,2023-04-02,Era ora,Era ora,https://www.imdb.com/title/tt15654800,Film,6.6,109,2022,"Drammatico, Commedia, Fantastico",4863,2023-03-16,Alessandro Aronadio,"Edoardo Leo, Barbara Ronchi, Mario Sgueglia"
tt5290524,6,2023-03-29,Quo vado?,Quo vado?,https://www.imdb.com/title/tt5290524,Film,6.7,86,2016,Commedia,13581,2016-01-01,Gennaro Nunziante,"Checco Zalone, Eleonora Giovanardi, Sonia Bergamasco"
tt3705388,6,2023-03-25,Il nome del figlio,Il nome del figlio,https://www.imdb.com/title/tt3705388,Film,6.4,94,2015,Commedia,1560,2015-01-22,Francesca Archibugi,"Alessandro Gassmann, Micaela Ramazzotti, Valeria Golino"
tt6710474,7,2023-03-25,Everything Everywhere All at Once,Everything Everywhere All at Once,https://www.imdb.com/title/tt6710474,Film,7.7,139,2022,"Fantascienza, Avventura, Commedia, Fantastico, Azione, Drammatico",598275,2022-10-06,"Daniel Kwan,Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis"
tt0102059,5,2023-03-23,Hot Shots!,Hot Shots!,https://www.imdb.com/title/tt0102059,Film,6.7,85,1991,"Azione, Commedia",123561,1991-09,Jim Abrahams,"Charlie Sheen, Cary Elwes, Valeria Golino"
tt11527058,7,2023-03-20,Fleishman a pezzi,Fleishman Is in Trouble,https://www.imdb.com/title/tt11527058,Mini serie TV,7.7,48,2022,Drammatico,19084,2023-02-22,,"Jesse Eisenberg, Claire Danes, Lizzy Caplan"
tt4975722,6,2023-03-19,Moonlight,Moonlight,https://www.imdb.com/title/tt4975722,Film,7.4,111,2016,Drammatico,347290,2017-02-16,Barry Jenkins,"Mahershala Ali, Naomie Harris, Trevante Rhodes"
tt0081427,8,2023-03-12,Ricomincio da tre,Ricomincio da tre,https://www.imdb.com/title/tt0081427,Film,7.4,110,1981,Commedia,3222,1981-03-07,Massimo Troisi,"Massimo Troisi, Fiorenza Marchegiani, Lino Troisi"
tt8291284,6,2023-03-06,Inverso - The Peripheral,The Peripheral,https://www.imdb.com/title/tt8291284,Serie TV,7.5,60,2022,"Drammatico, Fantascienza, Thriller, Giallo",89285,2022-10-21,,"Chloë Grace Moretz, Gary Carr, Jack Reynor"
